Solver,SeqSOR,CGSolver,BiCGSTABSolver,LoopSolver,SeqGS,GradientSolver,Precon,cells,post,pre,performance
1,1,1,0,0,0,0,1,52,6,6,7873.813929
1,1,0,1,0,0,0,1,54,0,1,22786.11786
1,0,0,0,1,1,0,1,53,6,4,9829.940357
1,0,1,0,0,1,0,1,54,3,0,10761.5
1,0,0,1,0,1,0,1,51,0,6,11520.95357
1,1,0,0,1,0,0,1,52,3,1,7873.001429
1,1,0,0,1,0,0,1,53,5,2,10895.84286
1,0,0,0,0,1,1,1,50,4,5,6669.8675
1,0,0,0,0,1,1,1,54,2,2,10404.19643
1,1,1,0,0,0,0,1,52,4,5,10486.15714
1,1,0,1,0,0,0,1,51,1,6,9990.495
1,0,0,1,0,1,0,1,55,6,4,10757.12143
1,0,0,0,0,1,1,1,50,3,3,8818.212143
1,0,0,1,0,1,0,1,55,2,2,10758.96071
1,1,0,0,1,0,0,1,50,2,4,9615.6225
1,1,0,0,0,0,1,1,55,5,0,11601.75714
1,0,0,0,0,1,1,1,55,1,1,13378.03571
1,0,0,0,1,1,0,1,53,2,0,10013.13357
1,1,0,1,0,0,0,1,55,1,5,11627.66071
1,1,0,0,1,0,0,1,54,6,1,11205.28929
1,0,0,1,0,1,0,1,51,0,2,11450.8
1,0,0,0,1,1,0,1,53,2,3,9815.322857
1,1,0,1,0,0,0,1,54,0,4,14054.99643
1,0,0,1,0,1,0,1,54,2,6,12951.625
1,0,0,0,1,1,0,1,51,3,1,9102.580714
1,1,1,0,0,0,0,1,53,6,0,10842.30357
1,0,0,0,0,1,1,1,52,1,1,12343.79643
1,0,1,0,0,1,0,1,52,6,3,7284.31
1,1,1,0,0,0,0,1,53,4,5,10781.81786
1,0,1,0,0,1,0,1,51,4,1,9157.998214
1,0,1,0,0,1,0,1,55,4,3,10549.575
1,1,0,1,0,0,0,1,52,5,5,10494.31429
1,0,0,1,0,1,0,1,51,2,0,9132.968571
1,0,0,0,1,1,0,1,54,6,4,10314.31071
1,1,0,0,0,0,1,1,54,5,3,8412.302857
1,1,0,1,0,0,0,1,52,4,3,10469.44643
1,1,0,1,0,0,0,1,53,4,4,10927.04643
1,1,0,0,1,0,0,1,53,6,1,10844.95357
1,0,1,0,0,1,0,1,51,6,1,6933.268214
1,0,0,0,0,1,1,1,54,3,1,10310.97857
1,0,0,0,1,1,0,1,54,1,1,10240.36429
1,0,0,0,1,1,0,1,51,1,1,9078.679643
1,1,0,1,0,0,0,1,53,3,0,10975.36429
1,0,0,0,0,1,1,1,55,1,3,10788.20357
1,0,1,0,0,1,0,1,52,6,4,7402.7725
1,0,0,1,0,1,0,1,52,4,3,9629.681786
1,0,0,1,0,1,0,1,55,3,4,10796.10714
1,0,0,0,1,1,0,1,50,6,5,8793.626429
1,0,0,0,0,1,1,1,53,1,0,19852.66429
1,1,1,0,0,0,0,1,54,2,3,11251.03571
1,1,0,0,0,0,1,1,54,2,2,11422.38214
1,0,0,1,0,1,0,1,55,1,3,10632.48929
1,1,1,0,0,0,0,1,51,5,2,10043.63464
1,1,1,0,0,0,0,1,51,1,2,12666.4
1,0,1,0,0,1,0,1,55,3,0,10613.82857
1,1,1,0,0,0,0,1,51,0,1,34956.30714
1,0,0,1,0,1,0,1,52,5,3,7311.658929
1,0,0,0,1,1,0,1,55,3,1,10559.60357
1,1,0,1,0,0,0,1,54,6,5,8409.915357
1,0,0,1,0,1,0,1,53,5,4,9876.471429
1,0,1,0,0,1,0,1,53,5,2,9864.553929
1,0,1,0,0,1,0,1,52,0,3,14641.43214
1,0,1,0,0,1,0,1,51,6,6,6824.088929
1,1,0,0,1,0,0,1,54,0,4,14088.75357
1,0,0,1,0,1,0,1,50,0,2,11019.18214
1,0,0,0,0,1,1,1,51,3,1,9213.715
1,1,1,0,0,0,0,1,55,5,0,11703.98214
1,0,0,1,0,1,0,1,54,1,3,10291.87857
1,1,0,1,0,0,0,1,54,2,5,11362.82857
1,1,0,0,0,0,1,1,52,3,1,10550.17143
1,1,0,0,0,0,1,1,51,3,2,10025.14607
1,0,0,1,0,1,0,1,52,4,5,9702.8275
1,0,1,0,0,1,0,1,50,3,2,8908.751786
1,1,1,0,0,0,0,1,50,2,6,9625.029643
1,1,0,0,1,0,0,1,54,4,6,11277.81429
1,1,0,1,0,0,0,1,53,1,2,10844.34286
1,0,0,0,1,1,0,1,53,5,6,9863.005357
1,1,0,0,0,0,1,1,53,2,0,10864.46429
1,0,0,0,1,1,0,1,50,4,5,8859.462857
1,1,0,1,0,0,0,1,55,4,3,11676.05
1,1,0,0,1,0,0,1,54,1,1,14009.17857
1,1,1,0,0,0,0,1,50,2,0,9620.048571
1,1,0,0,1,0,0,1,54,4,0,11374.32143
1,0,1,0,0,1,0,1,53,3,6,9886.404286
1,0,1,0,0,1,0,1,54,0,5,15526.1
1,1,1,0,0,0,0,1,50,0,6,14523.22857
1,1,0,0,1,0,0,1,51,2,3,7606.953571
1,1,1,0,0,0,0,1,53,3,4,10966.38571
1,0,0,0,0,1,1,1,55,5,1,10695.7
1,0,1,0,0,1,0,1,50,3,6,8955.96
1,0,1,0,0,1,0,1,54,2,2,10256.27857
1,1,1,0,0,0,0,1,50,2,2,9596.149643
1,0,1,0,0,1,0,1,55,3,3,10559.93571
1,0,0,0,1,1,0,1,55,1,3,13195.41429
1,1,0,1,0,0,0,1,55,4,5,11702.50357
1,0,0,0,0,1,1,1,54,4,4,7823.261071
1,0,0,0,1,1,0,1,54,5,0,10224.14286
1,1,1,0,0,0,0,1,53,3,0,10774.13571
1,1,0,1,0,0,0,1,50,4,5,7397.181786
1,1,0,1,0,0,0,1,53,6,6,10798.11071
1,1,0,0,1,0,0,1,53,2,5,10883.48214
1,0,0,0,0,1,1,1,55,6,3,7962.538214
1,1,1,0,0,0,0,1,52,6,2,7815.861786
1,0,0,1,0,1,0,1,51,1,2,9385.075
1,0,0,0,0,1,1,1,50,4,1,8781.765714
1,1,0,0,1,0,0,1,52,3,3,10536.68571
1,0,1,0,0,1,0,1,55,1,6,13204.03214
1,1,0,1,0,0,0,1,55,5,2,11610.725
1,1,0,0,0,0,1,1,50,3,4,9769.202143
1,0,1,0,0,1,0,1,53,0,6,14792.46786
1,0,0,1,0,1,0,1,51,6,0,9220.688571
1,0,0,0,1,1,0,1,53,3,6,9951.681786
1,0,0,0,0,1,1,1,51,2,6,9392.683214
1,1,0,0,0,0,1,1,50,5,4,7208.536071
1,1,0,0,1,0,0,1,51,1,5,7614.973214
1,0,0,0,0,1,1,1,52,3,2,9680.236071
1,1,1,0,0,0,0,1,51,6,5,7702.187143
1,0,1,0,0,1,0,1,50,0,5,13283.93214
1,0,1,0,0,1,0,1,55,3,1,10560.27143
1,0,0,0,1,1,0,1,54,5,1,10231.42857
1,0,0,1,0,1,0,1,50,6,4,6754.821786
1,1,1,0,0,0,0,1,54,6,1,11257.34286
1,0,0,0,1,1,0,1,51,0,1,13682.725
1,0,0,0,0,1,1,1,55,3,1,10574.41429
1,1,1,0,0,0,0,1,51,5,0,10124.63464
1,0,0,0,1,1,0,1,51,3,5,6932.422143
1,0,1,0,0,1,0,1,51,0,3,13649.55357
1,0,0,0,0,1,1,1,54,4,2,10246.86071
1,0,1,0,0,1,0,1,52,0,5,14485.66786
1,1,0,0,1,0,0,1,52,5,0,7943.976786
1,0,0,0,0,1,1,1,54,3,3,10356.97143
1,0,0,0,1,1,0,1,52,6,6,9602.042143
1,1,0,0,1,0,0,1,55,4,3,11750.10357
1,0,1,0,0,1,0,1,52,5,0,9761.408214
1,0,0,0,0,1,1,1,51,4,2,9140.502143
1,1,0,0,0,0,1,1,52,4,2,10567.21071
1,1,1,0,0,0,0,1,52,2,3,10573.43929
1,1,1,0,0,0,0,1,52,3,4,10547.38929
1,0,0,0,1,1,0,1,52,6,3,9688.483571
1,0,0,0,0,1,1,1,54,2,4,10358.03571
1,0,0,0,1,1,0,1,53,4,5,9890.574643
1,0,1,0,0,1,0,1,51,2,3,9233.073214
1,1,0,0,1,0,0,1,53,3,1,10785.93571
1,1,0,0,1,0,0,1,50,4,4,9656.111071
1,1,1,0,0,0,0,1,55,2,1,11602.56429
1,1,1,0,0,0,0,1,50,0,2,16879.58571
1,1,0,0,1,0,0,1,53,2,2,10825.39643
1,1,0,0,0,0,1,1,53,1,6,10930.47857
1,0,1,0,0,1,0,1,51,4,2,9158.330714
1,0,0,0,1,1,0,1,51,0,4,9564.535
1,1,0,0,1,0,0,1,52,0,2,13076.93214
1,0,0,1,0,1,0,1,51,5,6,6979.780714
1,0,0,0,0,1,1,1,51,0,4,11456.98571
1,1,1,0,0,0,0,1,53,2,3,10881.84643
1,1,0,0,1,0,0,1,51,2,1,7695.656786
1,0,0,0,0,1,1,1,52,1,3,9729.7375
