Smoother_GS,CGS,Smoother_JAC,Smoother,Smoother_GSRB,Smoother_GSRBAC,CGS_IP_CG,Smoother_GSACBE,CGS_IP_AMG,CGS_RED_AMG,Smoother_GSAC,numCore,post,pre,performance
0,1,1,1,0,0,1,0,0,0,0,1024,0,2,143.739
1,1,0,1,0,0,0,0,1,0,0,256,3,0,150.009
0,1,1,1,0,0,0,0,1,0,0,1024,5,5,329.329
0,1,0,1,0,0,1,0,0,0,1,64,6,1,270.462
0,1,0,1,1,0,1,0,0,0,0,4096,3,1,304.165
0,1,0,1,1,0,0,0,0,1,0,64,3,5,416.829
0,1,0,1,1,0,0,0,0,1,0,1024,5,1,356.911
0,1,0,1,1,0,1,0,0,0,0,4096,3,0,245.38
0,1,1,1,0,0,1,0,0,0,0,4096,5,1,289.659
0,1,0,1,0,0,1,1,0,0,0,64,2,3,1839.8
0,1,0,1,1,0,0,0,1,0,0,4096,4,0,258.641
0,1,1,1,0,0,0,0,0,1,0,1024,5,5,368.533
0,1,0,1,0,0,0,0,0,1,1,4096,2,6,380.531
1,1,0,1,0,0,0,0,1,0,0,1024,0,1,103.959
0,1,0,1,0,0,0,1,0,1,0,256,3,4,2565.49
0,1,0,1,0,0,0,0,1,0,1,4096,6,5,410.636
0,1,1,1,0,0,1,0,0,0,0,256,0,4,185.756
0,1,0,1,0,1,0,0,1,0,0,64,1,2,211.523
0,1,0,1,0,0,0,1,1,0,0,4096,3,2,1867.31
0,1,1,1,0,0,1,0,0,0,0,256,0,1,104.879
0,1,0,1,0,0,0,1,0,1,0,64,6,3,3143.16
1,1,0,1,0,0,0,0,1,0,0,64,2,3,195.378
0,1,0,1,0,0,0,0,0,1,1,256,3,4,300.48
0,1,0,1,0,1,1,0,0,0,0,4096,2,6,515.107
1,1,0,1,0,0,0,0,0,1,0,64,1,1,137.698
0,1,0,1,1,0,0,0,0,1,0,1024,6,4,525.469
0,1,0,1,0,0,0,1,1,0,0,64,0,2,761.665
1,1,0,1,0,0,0,0,1,0,0,1024,6,3,292.928
0,1,0,1,0,0,0,0,1,0,1,256,4,5,322.681
0,1,0,1,0,0,1,0,0,0,1,4096,5,1,316.382
0,1,0,1,1,0,0,0,0,1,0,1024,6,6,611.143
0,1,0,1,1,0,0,0,0,1,0,1024,1,4,321.616
0,1,0,1,1,0,1,0,0,0,0,256,5,5,497.878
0,1,0,1,1,0,1,0,0,0,0,1024,2,5,397.982
0,1,0,1,1,0,0,0,1,0,0,4096,4,1,299.492
0,1,0,1,0,1,0,0,0,1,0,256,1,1,191.542
0,1,0,1,0,1,1,0,0,0,0,4096,1,2,287.391
0,1,0,1,0,0,0,0,0,1,1,256,2,2,213.123
0,1,0,1,0,0,0,1,1,0,0,4096,4,1,1871.59
0,1,0,1,0,0,0,1,0,1,0,256,1,1,806.62
0,1,0,1,0,1,0,0,1,0,0,4096,1,4,331.312
0,1,0,1,0,0,0,0,0,1,1,256,4,4,327.239
0,1,0,1,0,0,0,0,0,1,1,256,5,3,327.131
0,1,0,1,0,0,0,0,0,1,1,1024,0,3,206.33
0,1,0,1,0,0,1,0,0,0,1,256,6,3,334.173
0,1,0,1,0,0,0,0,1,0,1,256,0,4,188.728
0,1,0,1,0,1,0,0,1,0,0,1024,5,6,569.473
0,1,0,1,0,0,1,0,0,0,1,64,0,4,192.368
0,1,0,1,1,0,1,0,0,0,0,64,5,2,363.499
0,1,1,1,0,0,0,0,0,1,0,256,0,1,116.806
0,1,0,1,0,1,0,0,1,0,0,64,6,2,431.754
0,1,1,1,0,0,0,0,1,0,0,64,6,3,297.07
1,1,0,1,0,0,0,0,0,1,0,1024,1,4,235.483
0,1,0,1,0,1,1,0,0,0,0,256,6,3,490.435
1,1,0,1,0,0,1,0,0,0,0,64,0,2,126.822
0,1,0,1,0,0,1,0,0,0,1,4096,3,4,353.063
0,1,0,1,0,1,0,0,1,0,0,1024,1,4,303.839
0,1,0,1,0,1,0,0,1,0,0,4096,5,4,510.131
0,1,0,1,0,1,0,0,0,1,0,256,5,4,511.5
0,1,0,1,0,0,0,0,0,1,1,4096,2,4,316.915
0,1,0,1,1,0,0,0,0,1,0,4096,6,6,633.52
0,1,0,1,1,0,1,0,0,0,0,256,3,2,294.523
1,1,0,1,0,0,0,0,1,0,0,256,6,3,288.878
0,1,0,1,0,0,1,1,0,0,0,256,5,0,1774.68
0,1,0,1,0,0,0,1,0,1,0,256,2,4,2222.27
0,1,0,1,0,0,0,1,1,0,0,1024,0,6,2142.69
0,1,0,1,0,1,1,0,0,0,0,256,5,5,535.974
0,1,0,1,0,0,1,0,0,0,1,256,0,1,114.311
1,1,0,1,0,0,1,0,0,0,0,1024,2,0,143.214
0,1,0,1,0,0,1,1,0,0,0,64,3,5,2890.07
1,1,0,1,0,0,0,0,1,0,0,4096,4,3,263.914
0,1,0,1,1,0,0,0,1,0,0,64,1,5,321.621
0,1,1,1,0,0,1,0,0,0,0,4096,1,6,318.8
0,1,0,1,1,0,0,0,0,1,0,1024,1,0,152.443
0,1,0,1,0,0,1,1,0,0,0,4096,4,0,1533.49
0,1,0,1,0,0,0,0,0,1,1,64,1,2,175.101
1,1,0,1,0,0,0,0,1,0,0,256,6,6,357.234
0,1,0,1,0,0,1,0,0,0,1,4096,4,1,287.771
0,1,0,1,0,0,1,0,0,0,1,64,4,6,353.821
0,1,0,1,1,0,0,0,0,1,0,256,0,6,349.546
0,1,0,1,1,0,1,0,0,0,0,1024,6,2,438.72
0,1,0,1,1,0,0,0,0,1,0,256,1,4,304.86
1,1,0,1,0,0,0,0,0,1,0,64,0,1,110.421
0,1,0,1,1,0,1,0,0,0,0,4096,0,1,141.922
1,1,0,1,0,0,1,0,0,0,0,1024,0,5,232.833
0,1,0,1,0,0,1,1,0,0,0,1024,6,6,4327.98
0,1,0,1,0,1,1,0,0,0,0,4096,4,3,467.612
1,1,0,1,0,0,0,0,0,1,0,64,5,2,256.752
0,1,0,1,0,0,1,0,0,0,1,256,4,5,337.304
0,1,1,1,0,0,1,0,0,0,0,1024,6,4,358.481
1,1,0,1,0,0,0,0,1,0,0,4096,5,1,237.562
0,1,0,1,0,0,0,1,0,1,0,1024,1,1,806.951
1,1,0,1,0,0,0,0,0,1,0,4096,4,0,211.136
0,1,0,1,0,0,0,0,1,0,1,64,1,1,132.929
0,1,0,1,1,0,1,0,0,0,0,1024,6,6,599.769
0,1,0,1,0,0,0,0,1,0,1,256,6,5,375.513
0,1,0,1,0,1,0,0,0,1,0,64,0,4,268.768
1,1,0,1,0,0,0,0,1,0,0,1024,1,4,200.228
0,1,1,1,0,0,1,0,0,0,0,4096,5,2,319.796
0,1,0,1,0,0,0,1,0,1,0,4096,5,5,3687.18
1,1,0,1,0,0,1,0,0,0,0,4096,2,1,209.363
0,1,0,1,0,0,0,0,1,0,1,1024,6,5,379.919
1,1,0,1,0,0,1,0,0,0,0,256,2,0,133.363
0,1,0,1,0,0,1,0,0,0,1,4096,5,5,431.101
0,1,0,1,0,1,0,0,0,1,0,64,5,3,445.323
0,1,1,1,0,0,0,0,0,1,0,4096,5,1,269.004
0,1,1,1,0,0,0,0,1,0,0,1024,6,5,353.647
0,1,0,1,1,0,1,0,0,0,0,256,6,4,496.61
0,1,0,1,1,0,0,0,1,0,0,1024,1,3,244.872
0,1,1,1,0,0,0,0,1,0,0,64,6,6,369.28
0,1,0,1,0,1,0,0,1,0,0,64,6,0,340.01
1,1,0,1,0,0,0,0,1,0,0,1024,3,1,175.527
0,1,0,1,1,0,1,0,0,0,0,1024,6,3,476.373
0,1,0,1,0,0,1,0,0,0,1,256,3,2,231.435
0,1,0,1,0,0,0,1,0,1,0,4096,5,1,2272.78
0,1,0,1,0,0,0,1,1,0,0,64,6,2,2780.57
1,1,0,1,0,0,1,0,0,0,0,256,6,4,325.152
0,1,0,1,1,0,0,0,0,1,0,1024,1,1,193.11
0,1,0,1,1,0,1,0,0,0,0,1024,4,3,399.761
0,1,0,1,0,0,0,1,1,0,0,1024,3,0,1100.7
0,1,0,1,0,1,1,0,0,0,0,256,2,2,272.645
0,1,1,1,0,0,0,0,1,0,0,1024,4,1,205.516
0,1,0,1,0,0,0,1,1,0,0,1024,6,2,2807.77
0,1,0,1,1,0,0,0,1,0,0,64,6,6,561.797
1,1,0,1,0,0,1,0,0,0,0,4096,2,3,261.817
1,1,0,1,0,0,0,0,0,1,0,64,0,6,233.686
0,1,0,1,1,0,0,0,0,1,0,1024,3,3,363.173
0,1,1,1,0,0,0,0,0,1,0,256,3,5,299.929
0,1,0,1,0,0,0,0,0,1,1,4096,3,1,243.833
1,1,0,1,0,0,1,0,0,0,0,256,4,0,182.28
0,1,0,1,0,0,0,0,0,1,1,4096,6,5,459.323
0,1,0,1,0,1,0,0,0,1,0,256,0,2,190.957
0,1,0,1,0,0,0,1,0,1,0,256,1,5,2230.17
0,1,0,1,0,0,1,0,0,0,1,4096,1,0,137.844
0,1,0,1,1,0,1,0,0,0,0,64,1,3,242.077
0,1,1,1,0,0,0,0,1,0,0,1024,4,5,304.8
0,1,0,1,0,0,0,0,1,0,1,256,5,1,239.354
0,1,0,1,1,0,0,0,0,1,0,4096,0,2,202.096
0,1,1,1,0,0,0,0,0,1,0,256,3,6,323.996
0,1,1,1,0,0,1,0,0,0,0,4096,1,5,289.429
0,1,0,1,1,0,1,0,0,0,0,4096,3,3,386.432
0,1,0,1,0,0,0,1,1,0,0,256,1,1,778.328
0,1,0,1,0,1,0,0,1,0,0,256,4,5,476.265
0,1,0,1,0,0,0,1,1,0,0,1024,6,0,2122.92
0,1,0,1,1,0,0,0,1,0,0,4096,4,2,342.019
0,1,0,1,0,0,0,0,0,1,1,4096,1,6,353.904
0,1,0,1,1,0,0,0,0,1,0,1024,2,3,321.33
0,1,0,1,0,0,0,1,0,1,0,1024,0,1,460.356
0,1,0,1,0,0,0,1,0,1,0,1024,0,2,816.446
0,1,0,1,1,0,1,0,0,0,0,4096,6,0,364.021
0,1,0,1,0,0,0,0,1,0,1,1024,0,4,192.136
1,1,0,1,0,0,0,0,0,1,0,256,6,3,316.041
1,1,0,1,0,0,0,0,1,0,0,256,5,0,195.721
1,1,0,1,0,0,0,0,1,0,0,64,0,4,172.476
0,1,0,1,0,0,0,0,0,1,1,4096,5,1,300.581
0,1,0,1,1,0,0,0,1,0,0,64,6,1,359.453
0,1,0,1,0,1,1,0,0,0,0,256,4,2,358.859
0,1,0,1,1,0,0,0,0,1,0,4096,6,0,361.687
1,1,0,1,0,0,0,0,0,1,0,256,3,5,292.692
0,1,0,1,0,0,1,1,0,0,0,256,2,6,2801.97
0,1,0,1,0,0,1,1,0,0,0,64,4,0,1477.41
1,1,0,1,0,0,0,0,0,1,0,4096,3,3,272.865
0,1,1,1,0,0,0,0,0,1,0,64,0,2,137.005
1,1,0,1,0,0,0,0,0,1,0,1024,5,1,255.367
0,1,0,1,0,0,0,0,0,1,1,4096,6,6,493.09
0,1,0,1,0,0,0,1,1,0,0,4096,2,4,2229.74
0,1,0,1,1,0,0,0,1,0,0,64,1,4,281.028
1,1,0,1,0,0,0,0,1,0,0,4096,0,6,245.632
1,1,0,1,0,0,0,0,1,0,0,4096,2,0,143.087
0,1,0,1,0,0,0,0,0,1,1,64,4,6,369.355
0,1,0,1,0,0,0,0,1,0,1,4096,3,0,178.618
0,1,0,1,0,0,0,1,1,0,0,64,4,4,2785.28
1,1,0,1,0,0,1,0,0,0,0,64,5,5,317.131
0,1,0,1,1,0,0,0,0,1,0,1024,0,3,234.935
0,1,0,1,0,0,0,1,0,1,0,1024,4,2,2177.82
0,1,0,1,1,0,0,0,0,1,0,4096,5,1,373.759
0,1,0,1,0,1,1,0,0,0,0,64,6,5,568.507
0,1,1,1,0,0,0,0,0,1,0,4096,2,6,331.128
1,1,0,1,0,0,0,0,1,0,0,256,4,6,312.586
0,1,0,1,0,0,0,0,0,1,1,64,0,2,148.221
1,1,0,1,0,0,0,0,0,1,0,1024,6,0,251.03
0,1,0,1,0,0,1,0,0,0,1,4096,6,2,380.405
0,1,0,1,0,0,1,1,0,0,0,4096,0,4,1575.59
0,1,0,1,0,0,1,1,0,0,0,4096,3,2,1931.86
1,1,0,1,0,0,0,0,1,0,0,256,3,2,196.931
0,1,0,1,0,0,0,1,0,1,0,256,3,5,2922.82
0,1,1,1,0,0,0,0,0,1,0,4096,5,0,240.578
0,1,0,1,0,0,0,0,1,0,1,256,6,2,294.309
0,1,0,1,1,0,0,0,1,0,0,4096,3,1,257.355
1,1,0,1,0,0,1,0,0,0,0,1024,2,6,303.589
0,1,0,1,1,0,1,0,0,0,0,1024,5,0,302.21
0,1,0,1,0,0,0,1,0,1,0,4096,6,5,4039.04
1,1,0,1,0,0,0,0,0,1,0,256,3,1,196.195
0,1,0,1,0,0,0,1,1,0,0,64,4,3,2446.32
0,1,1,1,0,0,0,0,1,0,0,4096,1,4,222.277
0,1,0,1,0,0,0,0,0,1,1,64,0,4,202.61
0,1,0,1,0,0,1,1,0,0,0,256,5,2,2460.75
0,1,0,1,0,0,0,1,1,0,0,64,5,1,2102.31
0,1,0,1,1,0,1,0,0,0,0,256,2,1,212.401
0,1,0,1,0,1,1,0,0,0,0,256,4,1,313.291
0,1,0,1,1,0,0,0,1,0,0,4096,2,3,302.065
0,1,0,1,0,0,0,1,0,1,0,256,1,3,1517.28
0,1,0,1,1,0,1,0,0,0,0,1024,2,2,272.811
0,1,0,1,0,0,0,1,0,1,0,1024,5,5,3540.49
0,1,1,1,0,0,0,0,0,1,0,1024,2,1,188.903
1,1,0,1,0,0,0,0,1,0,0,4096,1,4,217.933
0,1,0,1,0,0,0,0,1,0,1,1024,6,4,351.818
0,1,0,1,0,0,0,1,0,1,0,256,6,0,2191.43
0,1,0,1,0,0,0,1,0,1,0,64,1,3,1454.18
0,1,0,1,0,1,1,0,0,0,0,4096,6,1,462.4
0,1,1,1,0,0,1,0,0,0,0,256,5,4,311.901
0,1,1,1,0,0,1,0,0,0,0,1024,1,5,258.804
0,1,0,1,0,0,1,1,0,0,0,1024,0,3,1179.13
0,1,0,1,0,0,0,0,1,0,1,256,1,5,242.795
0,1,1,1,0,0,0,0,1,0,0,256,4,1,201.951
0,1,0,1,0,0,0,0,0,1,1,4096,5,2,337.834
0,1,0,1,0,0,0,0,1,0,1,1024,3,2,217.689
0,1,0,1,0,0,1,1,0,0,0,256,3,0,1100.22
1,1,0,1,0,0,0,0,1,0,0,1024,2,1,152.403
0,1,0,1,0,0,1,0,0,0,1,256,3,3,255.918
0,1,0,1,0,0,0,1,0,1,0,1024,5,3,2868.69
0,1,0,1,0,0,1,1,0,0,0,64,5,6,3951.83
1,1,0,1,0,0,0,0,0,1,0,1024,1,3,208.913
0,1,0,1,0,1,0,0,0,1,0,1024,5,3,488.169
0,1,1,1,0,0,0,0,1,0,0,1024,3,5,281.339
0,1,0,1,1,0,0,0,1,0,0,4096,3,5,426.654
0,1,0,1,1,0,0,0,0,1,0,64,2,2,254.868
0,1,0,1,1,0,1,0,0,0,0,4096,4,2,383.638
0,1,0,1,0,0,1,0,0,0,1,1024,6,4,387.381
0,1,0,1,0,0,0,0,0,1,1,4096,0,6,323.396
1,1,0,1,0,0,0,0,1,0,0,1024,3,0,152.366
1,1,0,1,0,0,0,0,0,1,0,256,0,3,172.829
0,1,0,1,0,0,0,0,1,0,1,64,2,4,241.359
0,1,0,1,1,0,0,0,1,0,0,64,2,0,160.052
0,1,0,1,1,0,1,0,0,0,0,1024,5,6,559.253
0,1,0,1,0,1,1,0,0,0,0,256,5,6,579.613
1,1,0,1,0,0,0,0,0,1,0,64,5,5,326.457
0,1,0,1,0,0,0,0,0,1,1,256,1,5,273.712
0,1,0,1,0,0,0,0,1,0,1,64,2,3,214.015
1,1,0,1,0,0,0,0,1,0,0,256,5,3,266.028
0,1,0,1,0,0,0,1,1,0,0,4096,1,2,1168.43
0,1,0,1,0,0,0,1,0,1,0,1024,6,2,2865.86
0,1,0,1,1,0,1,0,0,0,0,64,1,5,323.105
0,1,0,1,0,1,1,0,0,0,0,64,4,1,302.136
0,1,0,1,1,0,0,0,1,0,0,1024,3,0,202.885
0,1,0,1,0,0,0,1,0,1,0,256,5,1,2210.92
0,1,0,1,0,0,0,0,1,0,1,1024,1,3,191.84
0,1,0,1,1,0,0,0,0,1,0,4096,3,0,241.83
1,1,0,1,0,0,1,0,0,0,0,64,3,1,174.024
0,1,0,1,0,0,0,1,0,1,0,4096,0,2,852.556
0,1,1,1,0,0,0,0,1,0,0,64,5,6,346.012
0,1,0,1,0,1,0,0,1,0,0,4096,5,5,556.355
0,1,0,1,1,0,0,0,1,0,0,1024,5,5,485.839
1,1,0,1,0,0,1,0,0,0,0,256,6,0,228.642
0,1,1,1,0,0,1,0,0,0,0,64,6,3,299.009
0,1,0,1,1,0,0,0,1,0,0,64,1,2,200.735
1,1,0,1,0,0,1,0,0,0,0,64,3,2,197.433
0,1,0,1,0,0,0,1,1,0,0,64,2,0,752.307
0,1,0,1,0,0,0,0,1,0,1,64,1,0,106.113
0,1,0,1,1,0,0,0,1,0,0,64,1,1,159.659
1,1,0,1,0,0,0,0,1,0,0,64,1,3,172.229
0,1,0,1,0,0,0,0,1,0,1,1024,5,3,297.565
0,1,0,1,0,0,1,1,0,0,0,4096,6,0,2249.17
1,1,0,1,0,0,0,0,0,1,0,256,3,2,219.376
0,1,0,1,0,0,1,0,0,0,1,64,6,4,354.278
0,1,0,1,0,1,0,0,1,0,0,1024,5,2,387.547
0,1,1,1,0,0,0,0,0,1,0,256,2,2,202.155
0,1,0,1,0,0,1,0,0,0,1,64,1,3,190.593
1,1,0,1,0,0,0,0,0,1,0,256,2,4,243.096
0,1,1,1,0,0,1,0,0,0,0,4096,0,1,123.445
0,1,0,1,0,0,0,1,1,0,0,256,0,6,2199.14
0,1,0,1,1,0,0,0,0,1,0,1024,4,0,271.768
1,1,0,1,0,0,0,0,0,1,0,4096,1,1,165.83
0,1,0,1,1,0,1,0,0,0,0,4096,3,6,516.315
0,1,1,1,0,0,0,0,1,0,0,4096,5,5,346.506
1,1,0,1,0,0,0,0,1,0,0,1024,5,6,339.786
1,1,0,1,0,0,0,0,1,0,0,64,0,1,100.444
0,1,0,1,1,0,1,0,0,0,0,4096,0,6,395.285
1,1,0,1,0,0,0,0,1,0,0,256,2,2,173.667
0,1,0,1,1,0,0,0,1,0,0,256,5,5,483.494
0,1,0,1,0,0,0,0,0,1,1,4096,0,5,288.063
1,1,0,1,0,0,0,0,0,1,0,64,2,2,186.856
0,1,1,1,0,0,0,0,0,1,0,1024,0,3,183.512
1,1,0,1,0,0,0,0,0,1,0,4096,6,0,257.126
1,1,0,1,0,0,0,0,1,0,0,64,0,6,218.715
0,1,0,1,0,1,0,0,1,0,0,64,2,3,298.42
0,1,0,1,0,0,0,0,0,1,1,64,6,3,339.02
0,1,0,1,0,1,0,0,1,0,0,1024,4,6,523.376
0,1,0,1,0,0,0,0,1,0,1,1024,5,6,380.399
1,1,0,1,0,0,1,0,0,0,0,1024,3,6,325.202
0,1,0,1,0,0,0,1,0,1,0,256,6,6,4313.77
1,1,0,1,0,0,0,0,0,1,0,1024,5,4,336.024
0,1,1,1,0,0,1,0,0,0,0,256,3,0,159.299
0,1,0,1,0,1,0,0,1,0,0,4096,6,3,507.552
0,1,1,1,0,0,0,0,0,1,0,256,2,3,226.841
0,1,1,1,0,0,0,0,0,1,0,64,3,0,166.679
0,1,0,1,1,0,0,0,1,0,0,4096,4,3,383.148
0,1,0,1,1,0,1,0,0,0,0,4096,1,6,439.724
0,1,0,1,1,0,1,0,0,0,0,64,5,4,445.488
0,1,0,1,0,1,1,0,0,0,0,256,1,4,316.64
1,1,0,1,0,0,0,0,0,1,0,256,5,0,219.516
1,1,0,1,0,0,0,0,0,1,0,4096,3,1,216.063
0,1,0,1,0,0,0,0,1,0,1,4096,1,5,276.367
0,1,0,1,0,1,0,0,1,0,0,4096,0,3,235.386
0,1,1,1,0,0,0,0,0,1,0,4096,0,6,279.184
0,1,0,1,1,0,0,0,0,1,0,64,0,6,336.461
0,1,1,1,0,0,0,0,0,1,0,64,1,5,242.155
0,1,0,1,0,1,1,0,0,0,0,4096,3,2,381.927
0,1,0,1,0,0,0,1,1,0,0,1024,4,2,2123.23
0,1,0,1,0,1,1,0,0,0,0,64,2,0,168.738
0,1,0,1,1,0,1,0,0,0,0,4096,5,1,384.77
0,1,0,1,0,1,0,0,1,0,0,1024,6,6,615.88
0,1,0,1,1,0,1,0,0,0,0,64,3,0,201.456
0,1,0,1,0,1,0,0,1,0,0,64,1,0,123.342
0,1,0,1,0,1,0,0,1,0,0,64,0,4,254.546
0,1,0,1,0,1,0,0,1,0,0,64,4,0,253.101
0,1,0,1,0,1,0,0,0,1,0,64,2,0,180.872
0,1,1,1,0,0,0,0,1,0,0,1024,2,3,207.222
0,1,0,1,0,1,0,0,0,1,0,64,6,4,534.299
0,1,0,1,0,0,0,0,1,0,1,64,0,5,214.97
1,1,0,1,0,0,0,0,0,1,0,1024,6,6,411.667
0,1,0,1,0,0,1,1,0,0,0,1024,2,4,2226.6
0,1,0,1,0,1,1,0,0,0,0,1024,3,2,339.052
0,1,0,1,0,1,1,0,0,0,0,4096,0,3,285.635
0,1,0,1,0,0,0,1,0,1,0,256,2,1,1162.89
0,1,0,1,1,0,0,0,0,1,0,1024,5,4,487.467
0,1,0,1,0,0,0,0,0,1,1,64,5,1,253.607
0,1,0,1,0,1,1,0,0,0,0,64,2,4,349.363
0,1,0,1,1,0,0,0,0,1,0,64,1,1,172.493
0,1,0,1,0,0,0,1,0,1,0,1024,5,4,3202.27
0,1,0,1,1,0,0,0,1,0,0,256,1,4,282.785
0,1,0,1,1,0,0,0,0,1,0,4096,3,5,466.938
0,1,0,1,0,0,0,0,0,1,1,256,6,6,440.814
1,1,0,1,0,0,1,0,0,0,0,1024,0,4,206.349
0,1,0,1,0,0,0,1,1,0,0,4096,4,2,2225.32
0,1,0,1,1,0,0,0,1,0,0,256,4,0,241.497
0,1,0,1,0,0,0,0,1,0,1,64,6,0,239.383
0,1,1,1,0,0,1,0,0,0,0,256,4,5,311.09
0,1,0,1,0,1,1,0,0,0,0,1024,6,2,460.871
0,1,0,1,0,0,0,0,0,1,1,64,3,2,228.533
0,1,0,1,0,0,0,1,1,0,0,4096,1,1,809.877
1,1,0,1,0,0,0,0,1,0,0,64,2,2,172.497
0,1,0,1,0,0,0,0,1,0,1,64,5,5,349.14
0,1,0,1,0,1,0,0,0,1,0,1024,3,0,243.181
0,1,0,1,0,0,1,0,0,0,1,64,2,6,299.517
1,1,0,1,0,0,0,0,1,0,0,256,6,4,311.714
0,1,0,1,1,0,0,0,1,0,0,64,1,6,362.132
0,1,1,1,0,0,0,0,0,1,0,4096,6,5,406.114
0,1,0,1,0,1,0,0,0,1,0,64,3,5,449.987
0,1,0,1,0,0,0,1,1,0,0,4096,2,5,2583.52
1,1,0,1,0,0,0,0,0,1,0,64,4,4,279.605
1,1,0,1,0,0,1,0,0,0,0,4096,5,4,361.36
0,1,1,1,0,0,1,0,0,0,0,64,3,1,176.492
0,1,1,1,0,0,1,0,0,0,0,4096,3,2,262.217
1,1,0,1,0,0,0,0,0,1,0,256,2,0,149.038
0,1,1,1,0,0,1,0,0,0,0,1024,2,2,201.03
0,1,1,1,0,0,0,0,0,1,0,256,4,3,275.224
0,1,0,1,0,1,0,0,1,0,0,256,3,4,386.912
1,1,0,1,0,0,0,0,1,0,0,4096,5,4,311.306
0,1,0,1,0,1,0,0,1,0,0,4096,6,0,357.808
0,1,1,1,0,0,0,0,1,0,0,64,5,1,223.301
0,1,0,1,0,1,0,0,1,0,0,256,1,0,124.549
0,1,1,1,0,0,0,0,0,1,0,4096,6,3,354.322
0,1,0,1,0,1,0,0,1,0,0,1024,3,2,302.946
0,1,0,1,0,0,1,1,0,0,0,4096,2,4,2286.12
0,1,0,1,0,1,0,0,0,1,0,4096,4,2,419.349
0,1,0,1,0,0,1,1,0,0,0,1024,1,3,1526.49
1,1,0,1,0,0,0,0,1,0,0,256,4,5,289.785
1,1,0,1,0,0,0,0,1,0,0,4096,3,4,264.234
1,1,0,1,0,0,0,0,1,0,0,64,6,5,334.134
0,1,0,1,1,0,0,0,1,0,0,4096,6,0,338.399
0,1,0,1,0,0,0,0,0,1,1,64,1,3,202.524
0,1,0,1,0,0,1,1,0,0,0,1024,3,4,2576.68
0,1,0,1,0,1,0,0,0,1,0,1024,2,3,351.525
0,1,0,1,1,0,1,0,0,0,0,256,2,5,377.008
0,1,0,1,0,1,0,0,1,0,0,256,5,2,386.466
0,1,0,1,1,0,0,0,0,1,0,256,4,3,389.036
0,1,0,1,1,0,1,0,0,0,0,64,0,2,160.125
0,1,1,1,0,0,0,0,0,1,0,64,4,6,338.504
0,1,1,1,0,0,0,0,0,1,0,4096,6,0,265.053
0,1,1,1,0,0,0,0,0,1,0,64,3,4,265.97
0,1,1,1,0,0,0,0,1,0,0,1024,5,6,354.487
0,1,1,1,0,0,0,0,1,0,0,256,3,6,300.022
0,1,0,1,1,0,0,0,0,1,0,4096,4,4,467.378
0,1,0,1,0,0,0,0,1,0,1,256,1,4,215.031
0,1,0,1,1,0,0,0,0,1,0,1024,5,0,310.556
0,1,0,1,0,0,1,0,0,0,1,256,6,0,249.298
0,1,1,1,0,0,1,0,0,0,0,64,4,6,323.814
0,1,0,1,1,0,0,0,1,0,0,64,1,3,240.317
1,1,0,1,0,0,0,0,0,1,0,256,5,6,366.755
1,1,0,1,0,0,0,0,0,1,0,256,6,4,339.86
0,1,0,1,1,0,0,0,0,1,0,256,3,5,430.294
0,1,1,1,0,0,1,0,0,0,0,4096,6,2,338.491
1,1,0,1,0,0,0,0,0,1,0,1024,5,3,310.058
0,1,0,1,0,0,1,1,0,0,0,1024,6,1,2571.07
1,1,0,1,0,0,0,0,1,0,0,256,2,0,126.878
0,1,0,1,0,0,0,0,0,1,1,256,6,4,383.434
0,1,0,1,0,0,1,1,0,0,0,4096,3,3,2286.49
0,1,1,1,0,0,0,0,0,1,0,1024,2,4,263.051
1,1,0,1,0,0,0,0,0,1,0,1024,4,2,259.509
0,1,0,1,0,0,0,0,0,1,1,64,0,1,120.324
0,1,1,1,0,0,0,0,1,0,0,4096,6,5,370.923
0,1,0,1,0,1,0,0,0,1,0,4096,5,3,510.384
0,1,1,1,0,0,0,0,0,1,0,1024,1,4,239.24
0,1,1,1,0,0,0,0,0,1,0,64,1,0,118.913
1,1,0,1,0,0,0,0,0,1,0,1024,2,2,208.056
0,1,0,1,0,0,0,0,1,0,1,256,2,0,133.654
0,1,0,1,1,0,0,0,0,1,0,256,2,5,390.173
0,1,0,1,0,0,0,0,0,1,1,64,4,5,339.52
0,1,1,1,0,0,1,0,0,0,0,256,6,0,233.151
0,1,0,1,0,0,0,1,1,0,0,64,6,0,2103.1
0,1,0,1,0,0,0,1,1,0,0,4096,5,3,2929.63
0,1,0,1,0,1,0,0,1,0,0,64,3,2,298.207
0,1,1,1,0,0,1,0,0,0,0,4096,2,1,198.242
0,1,1,1,0,0,0,0,1,0,0,64,0,3,152.67
0,1,0,1,0,0,1,1,0,0,0,4096,6,2,3006.97
0,1,0,1,0,0,1,0,0,0,1,4096,2,0,170.086
0,1,0,1,0,0,0,0,1,0,1,4096,0,4,217.582
0,1,0,1,0,0,0,0,0,1,1,64,0,3,175.453
0,1,0,1,0,0,0,1,0,1,0,256,6,1,2555.73
0,1,0,1,0,0,0,0,1,0,1,1024,0,1,110.04
1,1,0,1,0,0,0,0,0,1,0,1024,5,5,359.594
0,1,0,1,0,0,1,0,0,0,1,64,5,5,354.062
0,1,0,1,1,0,0,0,1,0,0,256,0,4,243.022
0,1,0,1,0,0,1,1,0,0,0,4096,3,5,2998.15
